x,y1,y2
0,0.29999999999999999,1
0.034482758620689655,0.5047104788267085,0.94386797885447749
0.068965517241379309,0.69923596223849849,0.85896429539721642
0.10344827586206896,0.87519826229506859,0.74703177604837623
0.13793103448275862,1.024957436852183,0.61063139020829083
0.17241379310344829,1.141938300841238,0.45307441621061117
0.20689655172413793,1.2209117732374033,0.27833209361978661
0.2413793103448276,1.2582190549901973,0.090925357107771776
0.27586206896551724,1.2519290704858499,-0.10420215848772549
0.31034482758620691,1.201922450518367,-0.30182415167826637
0.34482758620689657,1.1098984669041618,-0.49658064414400716
0.37931034482758619,0.97930461419061254,-0.68313157286597481
0.41379310344827586,0.81519183225623904,-0.85631048728201087
0.44827586206896552,0.62400153429758209,-1.0112738436257778
0.48275862068965519,0.41329351250801494,-1.1436415111959495
0.51724137931034486,0.1914263146523163,-1.2496243574795316
0.55172413793103448,-0.032796288793664752,-1.3261351534314572
0.58620689655172409,-0.25049768166877029,-1.3708795257844515
0.62068965517241381,-0.45310375497001942,-1.3824242657267061
0.65517241379310343,-0.63270524086083013,-1.3602409654667018
0.68965517241379315,-0.78239158904301986,-1.3047236765680483
0.72413793103448276,-0.89654216098915818,-1.2171800451610419
0.75862068965517238,-0.97106233847849666,-1.0997961567465733
0.7931034482758621,-1.0035544928032643,-0.95557609433866308
0.82758620689655171,-0.99341653967832888,-0.78825795537235099
0.86206896551724133,-0.94186389377448732,-0.60220876322802808
0.89655172413793105,-0.85187390415077469,-0.40230132800015883
0.93103448275862066,-0.72805515831910295,-0.19377663999461958
0.96551724137931039,-0.57644724720263374,0.017904197239145977
1,-0.40425954916306861,0.22721418223927936
