y,x1,x2,firm,year
-0.16666666666666669,0,1,1,1
0.85029240759659408,0.65698659871878906,0.28366218546322625,2,1
5.2107935812204342,0.99060735569487035,-0.83907152907645244,3,1
0.82193965098657451,0.83665563853605596,-0.75968791285882131,1,2
3.4899697120417668,0.27090578830786904,0.40808206181339202,2,2
-0.85498800504903938,-0.42818266949615102,0.99120281186347359,3,2
1.3646640388822999,-0.91652154791563378,0.15425144988758405,1,3
1.8615144258749154,-0.95375265275947185,-0.90369220509150672,2,3
1.8697682179068911,-0.52155100208691185,-0.66693806165226188,3,3
2.9656335739332356,0.16735570030280691,0.52532198881772973,1,4
0.22439233631788258,0.77389068155788909,0.96496602849211333,2,4
5.786780683319602,0.99952015858073129,0.022126756261955736,3,4
0.86531318520817946,0.73319032007329221,-0.95241298041515632,1,1
3.0144539899924649,0.10598751175115685,-0.56245385123817204,2,1
0.44995493897626587,-0.5733818719904229,0.63331920308629985,3,1
-1.4189753477651483,-0.97053528353748475,0.9217512697247493,1,2
2.3168954766523799,-0.88999560436683334,-0.11038724383904756,2,2
0.8887292587059098,-0.37140410143809022,-0.98437664339404185,3,2
4.2658284358288547,0.32999082567378202,-0.44807361612917018,1,3
0.43704849121058698,0.86896575621423566,0.73017356099481967,2,3
3.705861833879379,0.98023965944031155,0.86231887228768389,3,3
2.4187524214095362,0.60904402188329243,-0.24095904923620143,1,4
2.6606977288017433,-0.061920337256057313,-0.99902081331464798,2,4
3.8233468224040035,-0.70240778557737105,-0.32580980521996422,3,4
-2.8382771099987338,-0.99717328877407985,0.8141809705265618,1,1
1.7400707825479225,-0.80113459517804075,0.78771451214423449,2,1
0.24330775046373182,-0.21078106590019152,-0.36729133045469647,3,1
3.807147561399058,0.48331795366796265,-0.99608783514118493,1,2
2.4520370981677106,0.9395300555699313,-0.19781357400426822,2,2
1.6911887582015619,0.93330970016696035,0.88386337370850021,3,2
2.5691807886656362,0.46771851834275896,0.69925080647837512,1,3
0.43311543818161446,-0.22808160941352784,-0.48716134980334147,2,3
4.6635146519908144,-0.81162099736497439,-0.97562931279523735,3,3
-0.88392619864263788,-0.99568418975810324,-0.066336936335623736,1,4
1.9376009105054433,-0.68967611318026711,0.9379947521194415,2,4
1.7519624944154575,-0.044212563228559661,0.59848421901409965,3,4
1.6157198221095519,0.623012211003653,-0.59846006905785809,1,1
4.4872025890740908,0.98359318394668083,-0.9380052012169503,2,1
0.83897913212773556,0.86005402646456974,0.066306858351711268,3,1
2.5037597917738421,0.31320015487066988,0.97562269791944434,1,2
-1.034122506392849,-0.38780942082922948,0.48718767500700588,2,2
3.2683474436845823,-0.89794094810812475,-0.69922925667297375,3,2
0.89325048654164307,-0.96610998926252967,-0.88387747318237175,1,3
0.89106330067148365,-0.5587640495890891,0.19778402522372224,2,3
2.7889365687821117,0.12360303600011291,0.99608517087172155,3,3
0.46440579599750675,0.74513326455741269,0.36731936773024515,1,4
6.1165560679235105,0.99991225987192589,-0.78769594164505796,2,4
2.5499695931590241,0.76253894916849385,-0.81419847230534736,3,4
2.0237027413846502,0.14984740573347818,0.32578130553514806,1,1
-0.81162130492972451,-0.53659835518856369,0.99902214652767363,2,1
0.36840991414152563,-0.95893282504061317,0.24098830528525864,3,1
2.2079805346684171,-0.90928488193526025,-0.8623036078310824,1,2
0.28280441953613422,-0.41209101962194344,-0.73019415714563796,2,2
3.9943627450416934,0.28793218456003195,0.44804666697426215,3,2
-0.52891791824839007,0.84623646569754452,0.98438195063250489,1,3
4.3071518282993058,0.98802697383374682,0.11041720391967796,2,3
3.3722950433192977,0.64351506015296556,-0.92173957987931576,3,3
2.271846113439203,-0.017732064727370864,-0.63334253123272344,1,4
2.1136960534602598,-0.67025154729721814,0.56242892676674383,2,4
-0.7658258648328562,-0.99287624024155074,0.95242216830150628,3,4
