package,version,released,index,text
lmtest,0.9-29,2011-09-16,1,"bgtest() now returns an object of class ""bgtest"" (inheriting from ""htest""). This has coef(), vcov() and df.residual() methods"
lmtest,0.9-29,2011-09-16,2,and thus enable calling coeftest() - to show the results of the auxiliary regression.
lmtest,0.9-28,2011-05-31,0,Fixed typo in print output of dwtest() for two-sided alternatives.
lmtest,0.9-28,2011-05-31,1,"Fixed problem in coeftest() method for ""breakpointsfull"" objects (from strucchange). The vcov() method was not called correctly, resulting in an error."
lmtest,0.9-27,2010-07-26,0,Modified grangertest() default method to workaround a bug in as.zoo().
lmtest,0.9-26,2009-12-07,0,"added coeftest() method for ""mlm"" objects (needed for matching coef() output to vcov() method)"
lmtest,0.9-25,2009-11-18,0,enhanced documentation for new Rd parser.
lmtest,0.9-24,2009-05-28,0,Added new specification test: PE test for linear vs. log-linear specification in linear regressions is now available as petest().
lmtest,0.9-23,2009-02-05,0,enhanced documentation for new Rd parser.
lmtest,0.9-22,2008-12-09,0,included lmtest.bib in inst/doc for vignette.
lmtest,0.9-22,2008-12-09,1,removed \itemize in .Rd files for new R-devel.
lmtest,0.9-21,2007-07-26,0,"corrected degrees of freedom for bgtest(..., type = ""F"") (bug spotted by Oscar Becerra)."
lmtest,0.9-20,2007-06-28,0,"fixed error in Mandible data. Mandible[158,2] was 34 but should really be 37 (see Table 1 in Royston & Altman 1994). Spotted by Christian Ritz."
lmtest,0.9-19,2007-04-23,0,changed the default behaviour of waldtest.default(): Chisq test (instead of F test) is now used by default which is more sensible for most models (with linear models as a notable exception).
lmtest,0.9-19,2007-04-23,1,added waldtest.lm() method that switches the default test back to F test (instead of Chisq test).
lmtest,0.9-18,2006-08-18,0,"forgot to export print() method for ""coeftest"" objects"
lmtest,0.9-17,2006-08-12,0,added NAMESPACE
lmtest,0.9-17,2006-08-12,1,improved dependency declaration in DESCRIPTION
lmtest,0.9-16,2006-08-07,0,updated all .rda data sets to RDX2
lmtest,0.9-16,2006-08-07,1,enhanced sanity checking in dwtest()
lmtest,0.9-15,2006-05-24,0,"new generic with flexible default method for lrtest(), implementing asymptotic likelihood ratio tests. This works if a logLik() method is provided and suitable methods for updating models and checking consistency."
lmtest,0.9-15,2006-05-24,1,simplified print output in coeftest()
lmtest,0.9-14,2006-01-18,0,"now a default method for waldtest() is provided (replacing the lm method). It works for ""lm"", ""glm"" and ""survreg"" objects. Furtheremore, it is object-oriented and generally works if the following methods are available: terms(), formula(), coef() (which needs to be named, matching the names in terms() and vcov()), vcov() (which can alternatively be user-supplied), df.residual(), residuals() and update() (unless only fitted objects are supplied)."
lmtest,0.9-14,2006-01-18,1,"the default coeftest() was enhanced, works now out of the box for ""mle"" objects, a ""survreg"" method is added (needed because coef() and vcov() do not necessarily match for ""survreg"" objects)."
lmtest,0.9-14,2006-01-18,2,the vcov argument was changed (almost) everywhere to vcov. to avoid name clashes with the vcov() function.
car,3.1-5,2026-02-03,0,New maintainer and updated information
car,3.1-5,2026-02-03,0,New maintainer and updated information
car,3.1-4,,0,Fixed bugs in powerTransformation using the bcnPower family. New results may differ slightly from former results.
car,3.1-4,,1,Fix bug in logit() (reported and fixed by Iain Proctor)
car,3.1-3,2024-09-27,0,"Clarify docs to explain that ... argument is not passed to .vcov when it's a function in calls to Anova(), confidence Elliipse(), Confint(), deltaMethod(), linearHypothesis(), and S() (suggestion of Joe Ritter)."
car,3.1-3,2024-09-27,1,make dataEllipse() generic and add default and formula methods (with help of Michael Friendly).
car,3.1-3,2024-09-27,2,"linearHypothesis() no longer issues a warning when a hypothesis matrix is supplied for coefficients whose names include arithmetic operators (following report by Robert Baer about unnecessary warnings printed by Anova(), which calls linearHypothesis())."
car,3.1-3,2024-09-27,3,deltaMethod() now allows models with aliased coefficients when argument singular.ok=TRUE.
car,3.1-3,2024-09-27,4,"Anova() method for ""coxph"" objects no longer computes incorrect LR tests for models using the tt argument; in this case, Wald tests are substituted (following bug report by Ken Beath)."
car,3.1-3,2024-09-27,5,"crPlot(), crPlots(), crPlot3d(), and avPlot3d() now invisibly return coordinates rather than NULL, as avPlot() and avPlots() already did (following query by Jeff Reichman)."
car,3.1-3,2024-09-27,6,"poTest() supports ""polr"" models with weights (suggestion of Ken Beath)."
car,3.1-3,2024-09-27,7,"Anova() now supports ""clm"" and ""clmm"" objects created by functions in the ordinal package (after report by Karl Ove Hufthammer that the default method doesn't work)."
car,3.1-3,2024-09-27,8,Anova.default() does more checking for potential problems (after report by Karl Ove Hufthammer).
car,3.1-3,2024-09-27,9,Anova.lme() correctly handles models with contrasts different from the default contr.treatment (fixing a bug reported by Ben Bolker).
car,3.1-3,2024-09-27,10,Small changes to docs.
car,3.1-2,2023-03-30,0,Fixed bugs in interface for residualPlots() and residualPlot()
car,3.1-2,2023-03-30,1,Fixed hccm() to return a correct error message when regressors are ill-conditioned.
car,3.1-2,2023-03-30,2,Use t-distribution for score tests in boxTidwell() and add omnibus score test (suggestions of Peter Dalgaard).
car,3.1-2,2023-03-30,3,"residualPlots() is no longer confused by a one-column matrix regressor, produced, e.g., by scale() (issue reported by Tom Wenseleers)."
car,3.1-2,2023-03-30,4,Make the printed formating of hypotheses in linearHypothesis() more tolerant of coefficients with certain non-standard names (after issue reported by Matthieu Stigler).
car,3.1-2,2023-03-30,5,Tweak linearHypothesis() for multinom models and add example.
car,3.1-2,2023-03-30,6,Update scatter3d() and crPlot3d() to use rgl::*3d() functions; requires rgl (>= 0.111.3) (patch courtesy of Duncan Murdoch).
car,3.1-1,2022-10-19,0,Fixed bug in hccm(): when some cases are fit exactly all versions of the hccm estimate are singular and inconsistent. A error message is now returned.
car,3.1-1,2022-10-19,1,"Fixed bug in Anova.survreg() for Wald tests (reported by Megan Taylor Jones), which failed with a spurious ""missing residual df"" error."
car,3.1-1,2022-10-19,2,Made Anova.lm() more robust when there are aliased coefficients (following report of cryptic output by Taiwo Fagbohungbe).
car,3.1-1,2022-10-19,3,"Added reg.function, reg.function.col, and mouseMode arguments to scatter3d(), and mouseMode to crPlot3d()."
car,3.1-1,2022-10-19,4,Added fill and associated arguments to influencePlot() (initial implementation of Michael Friendly).
car,3.1-1,2022-10-19,5,Added confidenceEllipses() function to create matrix of all pairwise confidence ellipses for a regression model (suggestion of Michael Friendly).
car,3.1-1,2022-10-19,6,"Moved the pointLabel() function from the maptools package in anticipation of the retirement of that package, and with the permission of the function author, Tom Short."
car,3.1-0,2022-06-15,0,"New 3D added-variable and component+residual plots, avPlot3d() and crPlot3d()."
car,3.1-0,2022-06-15,1,More flexible recode()/Recode().
car,3.1-0,2022-06-15,2,"Added Anova.svycoxph() to prevent selection of test.statistic=""LR""."
car,3.1-0,2022-06-15,3,New take on vif.lm().
car,3.0-13,2022-05-02,0,Handle singularities better in Anova.mlm() (suggestion of Marius Barth).
car,3.0-13,2022-05-02,1,Fixed error reporting in logit() (bug reported by Collin Erickson).
car,3.0-13,2022-05-02,2,Added pt.cex and cex sub-arguments to legend argument of scatterplotMatrix() (implicit suggestion of Duncan Mackay).
car,3.0-13,2022-05-02,3,New vif.lm() method with options for handling linear models with interactions.
car,3.0-13,2022-05-02,4,"Fixed bug in cooks.distance.influence.lme() (in effect, incorrect division by the error variance twice rather than once), and a sign error in dfbeta.influence.lme() and dfbetas.influence.lme() (following report by Ben Bolker)."
car,3.0-13,2022-05-02,5,"Added an error.df argument to the default methods of linearHypothesis() and Anova() for computing F-tests; if the argument is unspecified, then df.residual() is applied to the model, and if df.residual() returns NULL or NA, then an asymptotic chi-square test is substituted for the F-test (in response to a report by Adrian Olszewski that Anova() fails for gls models when an F-test is requested)."
car,3.0-12,2021-11-06,0,"The 'rio` package is now suggested, not required. To use the Import() and Export() functions users may need to install rio using install.packages(""rio"")"
car,3.0-12,2021-11-06,1,"hccm() now reports an interpretable error, except for type = ""hc0"" or ""hc1"", when there are cases with hatvalues = 1 (following problem reported by Peng Ding)."
car,3.0-12,2021-11-06,2,Fix bug in rownames in dfbetasPlots.lm() (reported by Shu Fai Cheun).
car,3.0-12,2021-11-06,3,Package 'rio' was moved from Imports to Suggests. Both Import() and Export() now check for the availability of 'rio' first and report an error otherwise.
car,3.0-11,2021-06-27,0,"boxCox() function now allows the use of any of the usual graphics parameters in the plot() function. If particuar boxCox(model, main=""my title"") will add a title to the plot, and boxCox(model, main="""") will suppress it."
car,3.0-11,2021-06-27,1,"car::Boot(object, method=""residual"") will work for method=""residual"" only if the car package has been previously attached via either library(car) or require(car)."
car,3.0-11,2021-06-27,2,Added error checking with vcov. argument. Changed vcov.boot to print a warning of bootstrap replicates that returned NA
car,3.0-11,2021-06-27,3,"Introduced brief.tbl(), which simply calls print(), to cope with changes to tibbles."
car,3.0-11,2021-06-27,4,"qqPlot() fills (shades) confidence envelopes by default, and smoothers for scatterplots fill variance (spread) envelopes by default (suggestions of Michael Friendly)."
car,3.0-11,2021-06-27,5,Fixed problem in infIndexPlot.influence.lme() (reported by Francis L. Huang).
car,3.0-11,2021-06-27,6,"New ""polr"" and ""svyolr"" methods for vif() (following report by Abra Jeffers)."
car,3.0-11,2021-06-27,7,"Make linearHypothesis() and Anova() work with ""svyolr"" objects via their default methods."
car,3.0-11,2021-06-27,8,Regularize handling of vcov. argument in Anova() and linearHypothesis().
car,3.0-11,2021-06-27,9,"vcov. argument now works with Anova() for models produced by lme4::lmer() and glmer(), (fixing a bug reported by Amy MacDougall)."
car,3.0-11,2021-06-27,10,New linearHypothesis.lmList() method.
car,3.0-11,2021-06-27,11,"New ""lm"" method for symbox()."
car,3.0-11,2021-06-27,12,"New cex and pt.wts arguments for avPlot() ""lm"" and ""glm"" methods, and for mcPlot.lm()."
car,3.0-11,2021-06-27,13,Fix handling of imatrix argument to Anova.mlm() (suggestion of Benedikt Langenberg).
car,3.0-11,2021-06-27,14,Remove influence.merMod() and related methods in favor of versions of these methods in the lme4 package.
car,3.0-11,2021-06-27,15,"Rewrite ""embedding"" vignette."
car,3.0-11,2021-06-27,16,Small fixes and improvements.
car,3.0-10,2020-09-29,0,"Fixed as error when using parameter name ""(Intercept)"" with deltaMethod()."
car,3.0-10,2020-09-29,1,"Several changes to Boot() to correct bugs, support the plinear algorithm, to correct use of weights for lm, and allow use of weights for nls."
car,3.0-10,2020-09-29,2,Fix quantregLine() to work with development version 5.69 of quantreg package (following heads-up from Roger Koenker).
car,3.0-9,2020-08-11,0,"Declare linearHypothesis.survreg() method, previously omitted from NAMESPACE (following question by Robert Dinterman); tweaks to survreg methods for linearHypothesis(), Anova(), and deltaMethod() to make them more robust."
car,3.0-9,2020-08-11,1,Fix bug in hccm() when model matrix includes just one column (reported by Justin Yap).
car,3.0-9,2020-08-11,2,Fix buglet in scatterplotMatrix.formula() when groups specified.
car,3.0-9,2020-08-11,3,"Several functions are now generic: avPlots(), ceresPlots(), crPlots(), mcPlots()."
car,3.0-9,2020-08-11,4,"Enable spread smoothers for crPlot(), ceresPlot(), and residualPlot() (suggestion of Dave Armstrong)."
car,3.0-9,2020-08-11,5,Small changes to docs.
car,3.0-8,2020-05-21,0,Import() now defaults to stringsAsFactors=FALSE to match the default behavior of read.table() as of R 4.0.0.
car,3.0-8,2020-05-21,1,New strings2factors() function to convert character variables in a data frame to factors.
car,3.0-8,2020-05-21,2,Added data.frame method for S().
car,3.0-8,2020-05-21,3,Fixed a bug in estimateTransform.lm() that returned the correct answer with an unneeded warning.
car,3.0-8,2020-05-21,4,Fixed Anova.coxph() to handle weights properly (problem reported by Daniel Morillo Cuadrado).
car,3.0-7,2020-03-11,0,"Fixed boxCox(), powerTransform() to work when 'car' package is not attached"
car,3.0-7,2020-03-11,1,"Fixed Anova() to work with ""lme"" models without an intercept (to fix bug reported by Benjamin Tyner)."
car,3.0-6,2019-12-23,0,Explicitly import utils::globalVariables() (suggestion of Vince Carey).
car,3.0-5,2019-11-15,0,"Change class(x) == ""y"" to inherits(x, ""y"") throughout code (thanks to Martin Maechler)."
car,3.0-4,2019-10-27,0,"Scoping improvements to deltaMethod(), which now also takes an optional hypothesized value; contribution and suggestion by Pavel Krivitsky."
car,3.0-4,2019-10-27,1,Make Anova() work for coxph() models with strata (following problem reported by Susan Galloway Hilsenbeck).
car,3.0-4,2019-10-27,2,Modify carPalette() to provide a colorblind-friendly palette as an option (suggestion of Sercan Kahveci).
car,3.0-4,2019-10-27,3,Small improvements.
car,3.0-3,2019-05-27,0,"Fixed a bug in mmp.glm, so the horizontal axis for the default plot is the linear predictor, not the fitted values."
car,3.0-3,2019-05-27,1,"Fixed a bug in estimatePower.bncPowerlmer when the shift parameter is too close to the lower bound, thanks to Wouter van der Bijl <wouter@zoology.ubc.ca>"
car,3.0-3,2019-05-27,2,Fixed a bug in brief.lm the caused an error with rank-deficient models.
car,3.0-3,2019-05-27,3,"Fixed a bug in deltaMethod() when a variable in the model is named ""g"" (reported by Chris Andrews.)"
car,3.0-3,2019-05-27,4,Added a title argument to mcPlots
car,3.0-3,2019-05-27,5,influence.merMod() and influence.lme() now support parallel computations.
car,3.0-3,2019-05-27,6,"Fix a bug in gamLine() to return values in the response scale, rather than the linear predictor scale, for glms."
car,3.0-3,2019-05-27,7,Fixed a bug that caused the error argument to be ignored in Anova() for type-III tests in linear models (reported by Austin Hurst).
car,3.0-3,2019-05-27,8,"New lmerMod method for influencePlot(), infIndexPlot(), and outlierTest()."
car,3.0-3,2019-05-27,9,Made scatterplot.formula() more robust.
car,3.0-3,2019-05-27,10,Fixed qqPlot() to respect order of factor levels when plotting by groups (suggestion of Vilmantas Gegzna).
car,3.0-3,2019-05-27,11,Fixed bug in S.multinom() that exponentiated coefficients twice (reported by Thamron Keowmani).
car,3.0-3,2019-05-27,12,"Made several S() methods tolerant of models with just one coefficient or, for multinom model, 2 response levels (problem reported for S.polr() by Thamron Keowmani)."
car,3.0-3,2019-05-27,13,Added carHexsticker().
car,3.0-3,2019-05-27,14,Updated CITATION file.
car,3.0-3,2019-05-27,15,Small corrections.
car,3.0-2,2018-08-23,0,"Include unexported copy of rather than import utils::askYesNo(), which doesn't exist before R 3.5.0. To be reversed in car 3.0-3 which will require R >= 3.5.0"
car,3.0-2,2018-08-23,1,"Fix a bug in confint.boot() and hence Confint.boot() that always set level=0.95 when confint when function falls back to type=""perc"" (reported by Derek Lee Sonderegger)."
car,3.0-1,2018-08-22,0,Fix a bug in 'Boot()' so lm and glm models work with transformed predictors like log(x) or I(x-34).
car,3.0-1,2018-08-22,1,"For 'smooth' argument to scatterplot() and scatterPlot matrix(), the 'smooth' subargument is replaced by a new argument 'var', and 'lty.smooth', 'col.smooth', 'lwd.smooth' are replaced by 'lty.var', 'col.var' and 'lwd.var', respectively, although the old arguments are still allowed."
car,3.0-1,2018-08-22,2,Mofidied man page for showLabels() to clarify setting the labels argument
car,3.0-1,2018-08-22,3,Too few colors in scatterplot() and scatterplotMatrix() now produces a warning rather than an error (suggestion of John Maindonald).
car,3.0-1,2018-08-22,4,Bug fix to Boot.nlm() (reported by Derek Ogle).
car,3.0-1,2018-08-22,5,Fixed bug in linearHypothesis() for lmer() models using pbkrtest (following report by Francois Piraux). This bug indirectly affected Anova().
car,3.0-1,2018-08-22,6,Fixed bug in scatterplot() when groups variable is not a factor (reported by Alexandre Courtiol).
car,3.0-1,2018-08-22,7,Fixed bug in scatterplot() when legend=FALSE (reported by Castor Guisande).
car,3.0-1,2018-08-22,8,Fixed bug in influence.merMod() and influence.lme() when there is more than one grouping variable (reported by Maarten Jung).
car,3.0-1,2018-08-22,9,Make model.matrix.lme() more bullet proof (following report by Peter Grossmann).
car,3.0-1,2018-08-22,10,Anova.lm() now doesn't permit non-standard coefficient covariance matrix for model with aliased coefficients (following report by Ariel Muldoon).
car,3.0-1,2018-08-22,11,Added kernel functions depan() and dbiwt() for use with adaptiveKernel().
car,3.0-1,2018-08-22,12,Updated carWeb().
car,3.0-1,2018-08-22,13,Small improvements.
car,3.0-1,2018-08-22,14,Small edits to docs.
car,3.0-0,2018-04-02,0,"This version of the package corresponds to the third edition of Fox and Weisberg, An R Companion to Applied Regression (Sage, forthcoming)."
car,3.0-0,2018-04-02,1,Reorganized plotting functions.
car,3.0-0,2018-04-02,2,Functions deprecated in 2009 are now defunct.
car,3.0-0,2018-04-02,3,"bootCase(), nextBoot(), and their methods are now deprecated in favor of Boot()."
car,3.0-0,2018-04-02,4,All data sets moved to the carData package.
car,3.0-0,2018-04-02,5,Improved handling of imports (suggestion of Jonathon Love).
car,3.0-0,2018-04-02,6,"Changed as.factor.result argument in recode() to as.factor, and as.numeric.result to as.numeric."
car,3.0-0,2018-04-02,7,"New brief(), Confint(), Predict(), Tapply(), S() functions."
car,3.0-0,2018-04-02,8,"New poTest() function for testing for proportional odds in ""polr"" models."
car,3.0-0,2018-04-02,9,"New deletion diagnostics for mixed-effects models, e.g., influence.merMod()."
car,3.0-0,2018-04-02,10,"Fixed bug in LinearHypothesis.merMod() when rhs of ""F"" test is specified (reported by Patrick Forscher)."
car,3.0-0,2018-04-02,11,Anova.lm() now computes SSs by model comparison for models with aliased coefficients (response to problem reported by Ruchi Mahadeshwar).
car,3.0-0,2018-04-02,12,Introduced carPalette() for color selection.
car,3.0-0,2018-04-02,13,new bcnPowerAxis() function for bcnPower() transformations.
car,3.0-0,2018-04-02,14,New vif.merMod() method.
car,3.0-0,2018-04-02,15,Various small improvements and fixes.
car,2.1-6,2017-11-19,0,Made several functions compatible with vcov() in R-devel (3.5.0).
car,2.1-5,2017-07-04,0,"Fixed bug in boot.hist, and made Boot.default more general. Added a vcov method for boot objects"
car,2.1-5,2017-07-04,1,Fixed bug in gamLine with non-dentity links.
car,2.1-5,2017-07-04,2,"Removed the skewPower transformation functions, and added bcnPower transformation family. Same transformation, new name, new computational algorithms, improved documentation."
car,2.1-5,2017-07-04,3,Fixed bug (reported by Bruno Hebling Vieira) in print.summary.Anova.mlm() that could cause adjusted p-values to be incorrectly ordered.
car,2.1-4,2016-12-02,0,"The smoother functions loessLine, gamLine and quantregLine used in many car functions now evaluate the smoother at an equally spaced grid of points rather than at the observed values on the horizontal axis of a plot."
car,2.1-4,2016-12-02,1,spreadLevelPlot.lm now accepts point marking as in most other graphical functions in car.
car,2.1-4,2016-12-02,2,Bug fixed in one of the skewPower support functions; thans to Balazs Banfai
car,2.1-4,2016-12-02,3,Added support for lmer objects in power transformations
car,2.1-4,2016-12-02,4,Added support for skewPower family power transformations for lm and lmer objects
car,2.1-4,2016-12-02,5,"Added list, data.frame, and matrix methods for Boxplot(), suggestion of Michael Friendly"
car,2.1-4,2016-12-02,6,"Added adaptiveKernel() density estimator, with option to use it in densityPlot()."
car,2.1-3,2016-08-11,0,Corrected documentation for mcPlots
car,2.1-3,2016-08-11,1,added id.location argument to showLabels to vary location of labels
car,2.1-3,2016-08-11,2,added fix for compatiblity with Rcmdr with missing data in several plotting functions.
car,2.1-3,2016-08-11,3,deltaMethod() now reports confidence intervals.
car,2.1-3,2016-08-11,4,print.summary.Anova.mlm() has new SSP and SSPE arguments to determine whether the corresponding matrices are printed (suggestion of Michael Friendly).
car,2.1-3,2016-08-11,5,summary() and print() methods for Anova.mlm() can now report univariate ANOVAs (suggestion and some code by Michael Friendly).
car,2.1-3,2016-08-11,6,"added ""value"" and ""vcov"" attributes to objects returned by linearHypothesis() (after suggestions by Liviu Andronic and Steven Yen)."
car,2.1-3,2016-08-11,7,compareCoefs() now checks classes of models.
car,2.1-3,2016-08-11,8,small fixes/changes.
car,2.1-2,2016-03-25,0,Modified scatter3d() so that plots can be embedded in HTML.
car,2.1-1,2015-12-14,0,"influencePlot now returns Cook's distance, not its square root."
car,2.1-1,2015-12-14,1,"Anova() now supports ""coxme"" objects (produced by coxme() in coxme package) (request of Philipp Sprenger)."
car,2.1-1,2015-12-14,2,"Anova() now works via its default method with ""vglm"" objects produced by functions in the VGAM package; and the default method of linearHypothesis() again works with these objects (problem reported by Michael Friendly)."
car,2.1-1,2015-12-14,3,Fixed Anova.coxph() so that it takes account of method (ties) argument (bug reported by Karl Ove Hufthammer).
car,2.1-1,2015-12-14,4,Improvements to Anova.default() so that a wider variety of model classes are accommodated (following request of Liviu Andronic.)
car,2.1-1,2015-12-14,5,dataEllipse() now throws an error if there are too few colors for the number of groups (fixing bug reported by Ottorino Pantani).
car,2.1-1,2015-12-14,6,spreadLevelPlot.lm() now includes an optional smoother in addition to the fitted straight line (suggestion of Michael Friendly).
car,2.1-1,2015-12-14,7,No longer import methods (as opposed to generics) directly from pbkrtest.
car,2.1-1,2015-12-14,8,Added axis.ticks argument to scatter3d() (code contributed by David Winsemius).
car,2.1-0,2015-09-03,0,New power family called skewPower has been added that can be used with the Box Cox method with a few negative responses (joint work with Doug Hawkins). Several functions modified to accomodate two-parameter power families.
car,2.1-0,2015-09-03,1,"Fixed bug in Anova() for coxph models with clusters (reported by Jesus Humberto Gomez ), due apparently to a change in coxph()."
car,2.0-26,2015-08-06,0,"Anova() F-tests for binomial and Poisson GLMs now changes error.estimate=""dispersion"" to ""pearson"" as advertized (bug reported by Will Petry)."
car,2.0-26,2015-08-06,1,Improved behavior of above-plot legends in scatterplot().
car,2.0-26,2015-08-06,2,Fixed sp() (bug reported by Cesar Rabak).
car,2.0-26,2015-08-06,3,Conforms to new CRAN requirements for package imports.
car,2.0-25,2015-03-03,0,Fixed df check in linearHypothesis.default() (bug report by Pierre Chausse).
car,2.0-25,2015-03-03,1,Fixed bug when vcov. argument to Anova() is a function (reported by Liviu Andronic).
car,2.0-25,2015-03-03,2,Now export .carEnv to avoid problem with update() in Boot() (reported by Alan T. Arnholt).
car,2.0-24,2015-02-02,0,Fixed broken URLs.
car,2.0-24,2015-02-02,1,Changed handling of .carEnv environment.
car,2.0-24,2015-02-02,2,"Moved pbkrtest, quantreg, and mgcv from Suggests: to Imports:."
car,2.0-23,,0,Modified ScatterplotSmoothers to add an 'offset' to the vertical axis of spread smooths. This is required in the marginal model plot functions.
car,2.0-23,,1,Fixed labels on mcPlot with overlay=FALSE
car,2.0-23,,2,Check for 0 residual df and 0 residual deviance (within rounding) in Anova() and linearHypothesis() (problem reported by Jonathan Love).
car,2.0-23,,3,"Fixed model.matrix.lme and model.matrix.gls utility functions, and hence Anova and vif, respectively, to work with models specified with formulas supplied as objects (after problem noted by Gang Chen)."
car,2.0-23,,4,"Added Wong data set, used in mixed-models appendix."
car,2.0-22,2014-11-18,0,"corrected bug in 'terms' argument in residualPlots, and other graphic functions with a 'terms' argument"
car,2.0-22,2014-11-18,1,added residual curvature tests for glm.nb
car,2.0-22,2014-11-18,2,mcPlot and mcPlots draw 'marginal/conditional' plots for lm objects. The marginal plot is of the centered response versus a centered regressor; the conditional plot is the corresponding added-variable plot. The plots can be overlaid or viewed side-by-side.
car,2.0-22,2014-11-18,3,"added argument marginal.scale to avPlots to scale the added-variable plot for Y on X|Z using the scale from the marginal plot of Y vs X ignoring X. The default is FALSE, corresponding to using scaling to maximize resolution or use xlim and ylim to set user scaling."
car,2.0-22,2014-11-18,4,"Fixed bugs in Anova.survreg() that could affect types II, II tests, both Wald and LR, and one similar bug in linearHypothesis.survreg()."
car,2.0-22,2014-11-18,5,Replaced calls to require() with requireNamespace() where possible (suggestion of Brian Ripley).
car,2.0-22,2014-11-18,6,"The following functions now produce warnings rather than errors when there are empty groups: scatterplot(), scatterplotMatrix(), scatter3d(), densityPlot()."
car,2.0-22,2014-11-18,7,"Corrected name of ""Blackmoor"" dataset to ""Blackmore""."
car,2.0-22,2014-11-18,8,Added KosteckiDillon migraines dataset (contributed by Georges Monette).
car,2.0-22,2014-11-18,9,introduced linearHypothesis.rlm() for rlm models (suggestion of Matthieu Stigler).
car,2.0-22,2014-11-18,10,Small bug fixes/improvements.
car,2.0-21,2014-08-16,0,"residualPlot error when using 'type=""rstudent"" has been fixed."
car,2.0-21,2014-08-16,1,"Minor change to ""recode"" documentation; improved error checking in recode()."
car,2.0-21,2014-08-16,2,Fixed a bug in gamLine with non-canonical links. (Thanks to Hani Christoph)
car,2.0-21,2014-08-16,3,Added has.intercept.multinom() to make Anova() work with multinom objects fit to a dichotomous response (after bug report by Kristian Hovde Liland).
car,2.0-21,2014-08-16,4,Replaced vif.lm() with vif.default() to cover wider variety of models (after question by Laura Rigg about gls models).
car,2.0-21,2014-08-16,5,Diagonal panels in scatterplotMatrix() (except for histograms) show groups separately when plotted by groups (suggestion by Erich Neuwirth).
car,2.0-21,2014-08-16,6,Added vcov. argument to Anova.lm().
car,2.0-20,2014-04-28,0,"Added new id.method=""r"" to showLabels for labeling plots of residuals; default id.method changed in residualPlots."
car,2.0-20,2014-04-28,1,Fixed handling of labels argument to outlierTest() (bug report by Stephane Laurent).
car,2.0-20,2014-04-28,2,Accommodate numeric variables consisting entirely of NAs in recode() (suggestion of Karl Ove Hufthammer).
car,2.0-20,2014-04-28,3,Prevent dataEllipse() from opening a graphics device when draw=FALSE (fixing bug reported by Rafael Laboissiere).
car,2.0-20,2014-04-28,4,"The functions makeHypothesis() and printHypothesis(), intended for internal use, are exported so that they can be used in other packages (request of Arne Henningsen)."
car,2.0-20,2014-04-28,5,Small fixes.
car,2.0-19,2013-09-18,0,"allow a grouping variable for color, symbol and fits in residualPlots"
car,2.0-19,2013-09-18,1,fixed axis labelling probelm in influenceIndexPlot
car,2.0-19,2013-09-18,2,"fixed scoping problems in Boot, bootCase, and ncvTest"
car,2.0-19,2013-09-18,3,added an argument to deltaMethod for passing arguments to get scoping right when calling linearHypothesis in another function; other deltaMethod bugs fixed
car,2.0-19,2013-09-18,4,slight modification to documentation of Boot
car,2.0-19,2013-09-18,5,"summary() method for ""Anova.mlm"" objects now returns an object, printed by a corresponding print() method (adapting code contributed by Gabriel Baud-Bovy)."
car,2.0-19,2013-09-18,6,"added .merMod methods to Anova(), deltaMethod(), linearHypothesis(), matchCoefs(), and unexported utilities df.residual() and has.intercept(); insured compatibility with nlme and CRAN and developments versions of lme4."
car,2.0-19,2013-09-18,7,added use argument to scatterplotMatrix() (suggestion of Antoine Lizee).
car,2.0-19,2013-09-18,8,export linearHypothesis.default() for use in other packages (suggestion of Achim Zeileis).
car,2.0-19,2013-09-18,9,small changes and fixes.
car,2.0-18,2013-06-13,0,"Bug fix to boot with type=""residual"""
car,2.0-18,2013-06-13,1,Added densityPlot() function.
car,2.0-17,2013-05-05,0,Add a variable to AMSsurvey.
car,2.0-17,2013-05-05,1,Fix to residualPlots to compute lack of fit tests with missing values and glms.
car,2.0-17,2013-05-05,2,Fix to residualPlots with a 0/1 variable not declared a factor.
car,2.0-17,2013-05-05,3,Boxplot() now works properly with at argument passed to boxplot() via ... (contribution of Steve Ellison).
car,2.0-17,2013-05-05,4,"qqPlot.lm() now works with ""aov"" objects (fixing problem reported by Thomas Burk)."
car,2.0-17,2013-05-05,5,Small fixes to code and docs.
car,2.0-16,2013-02-18,0,"Fixed bug in printing of hypotheses by linearHypothesis(), where numeric constants of the form 1.* or -1.* were printed incorrectly (reported by Johannes Kutsam)."
car,2.0-16,2013-02-18,1,Fixed a bug in showLabels() with multiple groups in the scatterplot() and scatterplotMatrix() function.
car,2.0-16,2013-02-18,2,linearHypothesisTest() now tolerates newlines and tabs in hypotheses (suggestion of David Hugh-Jones).
car,2.0-16,2013-02-18,3,two bugs fixed in Boot() (found by David Pain) changed argument f to f. in bootCase().
car,2.0-16,2013-02-18,4,"summary.Boot(), confint.Boot() and hist.Boot() handle aliases correctly."
car,2.0-16,2013-02-18,5,Boxplot.formula() now accepts more than one conditioning variable (suggestion of Christina Yassouridis).
car,2.0-16,2013-02-18,6,Boxplot() now properly handles at argument passed through via ... to boxplot() (contribution of Steve Ellison).
car,2.0-16,2013-02-18,7,Small fixes and changes to unexported functions (to replace .s with _s in function names).
